elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,99.0,0,1
0,backend-2,0.00,0.0,0,0
0,backend-3,0.00,0.0,0,0
5,backend-1,98.99,1629.9,14,94
5,backend-2,100.00,720.4,10,93
5,backend-3,99.02,1379.7,19,92
10,backend-1,98.99,1858.1,21,183
10,backend-2,100.00,95.1,1,182
10,backend-3,98.99,1362.8,18,181
15,backend-1,100.00,2153.5,31,265
15,backend-2,100.00,231.2,1,264
15,backend-3,99.50,422.7,6,264
20,backend-1,100.00,2841.7,33,339
20,backend-2,100.00,80.6,1,338
20,backend-3,47.03,100.1,5,338
25,backend-1,100.00,2923.8,29,420
25,backend-2,93.20,182.5,4,419
25,backend-3,98.54,225.0,2,419
30,backend-1,100.00,2238.2,28,499
30,backend-2,35.64,60.8,2,498
30,backend-3,79.41,460.0,6,497
36,backend-1,100.00,2026.5,38,576
36,backend-2,96.00,68.9,0,574
36,backend-3,86.63,115.0,0,574
41,backend-1,100.00,3856.6,37,650
41,backend-2,100.00,90.0,2,648
41,backend-3,70.05,128.5,1,648
46,backend-1,100.00,2068.4,25,727
46,backend-2,77.00,85.9,-1,726
46,backend-3,99.01,423.4,13,726
51,backend-1,100.00,3362.5,28,808
51,backend-2,74.29,703.9,9,807
51,backend-3,99.03,113.0,3,806
56,backend-1,100.00,3049.6,32,885
56,backend-2,98.02,333.3,0,883
56,backend-3,99.51,376.5,7,883
61,backend-1,99.01,1698.2,30,962
61,backend-2,100.00,243.4,4,961
61,backend-3,95.07,310.2,5,960
66,backend-1,100.00,2417.4,30,1043
66,backend-2,91.92,191.4,9,1042
66,backend-3,99.51,233.2,-1,1042
71,backend-1,100.00,4256.4,37,1113
71,backend-2,100.00,181.7,0,1111
71,backend-3,88.44,181.4,3,1111
76,backend-1,100.00,2623.4,28,1187
76,backend-2,100.00,616.1,10,1185
76,backend-3,78.89,373.4,1,1185
81,backend-1,100.00,2729.1,38,1267
81,backend-2,100.00,51.9,2,1266
81,backend-3,93.40,106.7,0,1265
86,backend-1,99.03,3523.5,37,1336
86,backend-2,40.00,59.8,1,1335
86,backend-3,75.00,127.5,1,1334
91,backend-1,100.00,2828.0,29,1403
91,backend-2,80.00,139.9,4,1401
91,backend-3,72.14,516.5,6,1401
96,backend-1,100.00,1633.4,30,1487
96,backend-2,100.00,478.1,3,1485
96,backend-3,97.00,167.2,3,1485
101,backend-1,100.00,2553.9,31,1567
101,backend-2,99.01,189.6,1,1565
101,backend-3,98.54,359.6,8,1565
106,backend-1,98.99,2322.0,36,1636
106,backend-2,94.59,122.1,1,1635
106,backend-3,85.00,137.7,1,1635
111,backend-1,99.03,3021.2,33,1717
111,backend-2,93.14,196.4,2,1716
111,backend-3,86.93,131.1,3,1716
116,backend-1,100.00,2578.1,35,1783
116,backend-2,96.12,146.7,1,1781
116,backend-3,99.01,90.5,0,1781
121,backend-1,99.01,4973.2,15,1835
121,backend-2,96.04,98.4,-1,1833
121,backend-3,68.47,271.1,-1,1833
