elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,301.1,0,37685
0,backend-2,0.00,268.0,0,91557
0,backend-3,0.00,291.4,0,41904
5,backend-1,0.00,302.5,0,37703
5,backend-2,0.00,265.7,100,93431
5,backend-3,1.52,291.8,0,41912
10,backend-1,1.98,301.8,-5,37708
10,backend-2,3.03,265.9,18,94317
10,backend-3,0.00,290.6,57,42823
15,backend-1,0.00,300.8,32,38222
15,backend-2,3.00,265.9,33,94954
15,backend-3,1.52,290.4,32,43454
21,backend-1,2.02,300.6,0,38254
21,backend-2,1.02,265.8,100,96775
21,backend-3,2.01,289.6,-5,43488
26,backend-1,0.00,300.5,16,38510
26,backend-2,4.04,265.7,16,97604
26,backend-3,0.50,292.8,17,44204
31,backend-1,1.98,300.7,-9,38530
31,backend-2,1.98,266.0,24,98054
31,backend-3,0.51,291.0,66,45483
36,backend-1,0.00,300.7,0,38530
36,backend-2,0.00,265.6,100,99894
36,backend-3,2.03,291.6,-6,45536
41,backend-1,0.00,301.5,27,39233
41,backend-2,4.04,267.2,28,100447
41,backend-3,0.00,289.5,28,46023
46,backend-1,2.02,300.5,-8,39243
46,backend-2,1.01,265.9,74,101853
46,backend-3,0.51,293.1,0,46456
51,backend-1,0.00,300.4,27,39712
51,backend-2,2.02,265.8,31,102578
51,backend-3,1.01,289.7,33,47040
56,backend-1,0.00,301.1,17,39729
56,backend-2,2.02,265.8,31,103210
56,backend-3,2.51,287.2,52,48166
61,backend-1,2.00,300.5,35,40361
61,backend-2,3.00,266.0,37,104363
61,backend-3,2.00,292.3,22,48188
66,backend-1,2.00,300.2,6,40977
66,backend-2,2.00,266.0,32,104956
66,backend-3,1.01,291.9,38,48744
71,backend-1,0.00,300.7,0,40977
71,backend-2,1.01,266.0,40,105442
71,backend-3,2.02,290.3,59,50013
76,backend-1,0.00,300.5,25,41056
76,backend-2,3.06,265.8,26,107223
76,backend-3,0.00,290.9,28,50041
81,backend-1,2.00,300.8,2,41666
81,backend-2,2.00,265.7,29,107878
81,backend-3,1.49,289.2,61,50540
86,backend-1,0.00,300.8,0,41666
86,backend-2,1.01,266.3,98,108536
86,backend-3,3.03,290.8,0,51653
91,backend-1,0.00,300.8,30,41698
91,backend-2,3.09,265.9,31,110359
91,backend-3,0.00,290.9,35,51688
96,backend-1,2.00,300.7,-3,42242
96,backend-2,2.02,265.9,26,111013
96,backend-3,1.01,287.8,61,52274
101,backend-1,0.00,300.5,24,42286
101,backend-2,2.00,265.8,24,111734
101,backend-3,1.02,292.2,23,53295
106,backend-1,0.00,300.1,28,42681
106,backend-2,2.02,265.5,28,112262
106,backend-3,1.02,291.1,28,54101
111,backend-1,2.02,300.2,-25,43156
111,backend-2,2.02,267.9,21,112857
111,backend-3,1.50,290.9,75,54795
116,backend-1,0.00,300.5,48,43242
116,backend-2,2.00,265.7,50,113424
116,backend-3,2.04,291.4,-8,55933
