elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,301.0,0,43883
0,backend-2,0.00,265.8,0,114218
0,backend-3,0.50,291.4,0,55933
5,backend-1,0.00,301.0,0,43883
5,backend-2,4.04,265.8,100,116118
5,backend-3,0.00,291.4,0,55933
10,backend-1,0.00,300.0,33,44444
10,backend-2,2.00,266.0,34,116764
10,backend-3,1.00,291.5,29,56522
15,backend-1,2.00,300.5,-4,44972
15,backend-2,1.01,267.5,88,117456
15,backend-3,1.01,292.7,4,57073
20,backend-1,0.00,300.5,0,44972
20,backend-2,4.00,265.7,99,119356
20,backend-3,0.00,292.6,0,57073
25,backend-1,0.00,300.5,29,45001
25,backend-2,3.03,265.2,42,121156
25,backend-3,1.50,292.6,29,57102
30,backend-1,2.00,300.2,26,45536
30,backend-2,2.00,267.3,30,121806
30,backend-3,0.50,291.7,26,57660
35,backend-1,4.00,300.5,0,46128
35,backend-2,2.00,265.9,100,122553
35,backend-3,0.00,292.5,0,58094
40,backend-1,0.00,300.5,0,46128
40,backend-2,2.04,265.5,100,124407
40,backend-3,0.00,292.1,0,58131
45,backend-1,2.00,300.6,26,46177
45,backend-2,4.04,265.8,27,126132
45,backend-3,0.00,291.8,26,58206
50,backend-1,2.00,300.2,29,46786
50,backend-2,0.00,265.8,29,126649
50,backend-3,1.01,291.6,29,58838
55,backend-1,0.00,300.4,0,47225
55,backend-2,1.00,268.1,100,127323
55,backend-3,1.52,291.3,0,59486
60,backend-1,0.00,300.4,0,47225
60,backend-2,5.00,266.1,100,129221
60,backend-3,0.00,291.3,0,59486
65,backend-1,0.00,300.2,32,47291
65,backend-2,3.06,265.7,33,130979
65,backend-3,0.00,291.2,32,59554
70,backend-1,2.02,300.3,25,47846
70,backend-2,1.01,266.3,26,131600
70,backend-3,1.53,291.7,25,60125
75,backend-1,3.96,300.4,0,48402
75,backend-2,3.03,266.5,100,132377
75,backend-3,1.99,290.7,0,60547
80,backend-1,0.00,300.4,0,48402
80,backend-2,4.08,266.3,99,134241
80,backend-3,0.50,290.6,0,60557
85,backend-1,2.00,300.8,27,48503
85,backend-2,3.06,265.2,27,135925
85,backend-3,0.00,291.3,27,60660
90,backend-1,3.96,300.9,20,49084
90,backend-2,2.00,266.3,29,136483
90,backend-3,1.51,291.1,29,61257
96,backend-1,4.00,300.8,0,49511
96,backend-2,1.01,265.9,97,137444
96,backend-3,1.00,291.5,0,61691
101,backend-1,0.00,300.8,0,49511
101,backend-2,2.06,266.2,100,139317
101,backend-3,0.50,291.5,0,61691
106,backend-1,0.00,300.1,29,49618
106,backend-2,4.04,265.8,30,140967
106,backend-3,0.50,291.8,30,61804
111,backend-1,2.02,300.8,30,50196
111,backend-2,1.01,266.3,31,141557
111,backend-3,0.51,291.0,31,62406
116,backend-1,2.02,300.5,0,50590
116,backend-2,2.02,266.5,95,142463
116,backend-3,0.51,291.9,0,62894
