elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,6045.2,0,4443
0,backend-2,2.44,7364.6,0,2364
0,backend-3,1.23,6171.1,0,4600
5,backend-1,50.00,2728.5,53,4625
5,backend-2,100.00,2484.1,52,2517
5,backend-3,98.82,2079.6,52,4779
10,backend-1,51.16,3006.6,50,4772
10,backend-2,97.67,2269.0,49,2643
10,backend-3,100.00,1509.7,49,4924
15,backend-1,50.00,2717.1,52,4919
15,backend-2,100.00,2672.2,52,2778
15,backend-3,100.00,2382.9,51,5086
20,backend-1,50.00,2738.4,56,5058
20,backend-2,100.00,2239.4,56,2898
20,backend-3,98.77,1976.3,55,5236
25,backend-1,50.00,2926.9,50,5214
25,backend-2,100.00,2875.0,50,3028
25,backend-3,100.00,1793.7,50,5392
30,backend-1,48.78,2825.1,49,5366
30,backend-2,100.00,1771.8,49,3161
30,backend-3,98.77,1853.8,48,5539
35,backend-1,50.00,2955.5,50,5509
35,backend-2,99.66,2816.5,49,3283
35,backend-3,99.35,2616.4,49,5690
41,backend-1,48.78,3028.6,48,5651
41,backend-2,100.00,2177.9,48,3411
41,backend-3,98.84,1599.2,47,5842
46,backend-1,50.00,2772.1,48,5800
46,backend-2,97.62,2362.2,47,3541
46,backend-3,98.78,1481.3,47,5994
51,backend-1,50.00,2993.1,49,5940
51,backend-2,100.00,2568.8,49,3670
51,backend-3,98.82,1755.8,49,6143
56,backend-1,50.00,3191.0,52,6078
56,backend-2,100.00,2646.6,52,3796
56,backend-3,98.77,1160.0,52,6305
61,backend-1,50.00,3117.0,50,6235
61,backend-2,100.00,2904.2,49,3923
61,backend-3,98.72,1769.5,49,6475
66,backend-1,50.00,2011.5,50,6382
66,backend-2,100.00,1739.6,49,4055
66,backend-3,98.75,1808.7,49,6619
71,backend-1,51.16,3111.9,50,6525
71,backend-2,99.59,2695.7,50,4183
71,backend-3,98.80,2443.6,50,6772
76,backend-1,50.00,2213.5,53,6673
76,backend-2,100.00,2144.8,53,4314
76,backend-3,99.18,1634.3,52,6934
81,backend-1,51.22,3027.1,52,6824
81,backend-2,99.57,2963.8,51,4439
81,backend-3,100.00,2105.2,51,7088
86,backend-1,50.00,2912.6,53,6972
86,backend-2,100.00,2190.2,53,4569
86,backend-3,100.00,2702.0,53,7236
91,backend-1,48.78,2212.2,21,7089
91,backend-2,100.00,1884.0,20,4673
91,backend-3,98.77,1688.5,-12,7361
