elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,99.0,0,1
0,backend-2,0.00,0.0,0,0
0,backend-3,0.00,0.0,0,0
5,backend-1,50.00,1813.3,34,198
5,backend-2,100.00,3424.8,105,197
5,backend-3,97.47,124.0,0,197
10,backend-1,51.22,1918.9,19,326
10,backend-2,100.00,4655.5,121,324
10,backend-3,79.52,132.3,8,324
15,backend-1,50.00,875.4,12,468
15,backend-2,100.00,5127.0,124,467
15,backend-3,100.00,198.0,7,467
20,backend-1,50.00,470.2,4,603
20,backend-2,100.00,5347.0,147,601
20,backend-3,98.78,77.1,-1,601
25,backend-1,50.00,95.9,-1,733
25,backend-2,100.00,7060.1,158,732
25,backend-3,88.89,63.6,0,731
30,backend-1,46.34,128.1,1,856
30,backend-2,100.00,9058.0,152,855
30,backend-3,71.25,77.7,3,855
35,backend-1,50.00,125.3,10,991
35,backend-2,97.62,8112.8,146,970
35,backend-3,68.75,77.4,3,989
40,backend-1,50.22,1810.3,33,1166
40,backend-2,99.47,7075.8,76,1065
40,backend-3,98.80,1512.4,40,1166
45,backend-1,50.00,1665.9,29,1311
45,backend-2,100.00,3628.2,105,1209
45,backend-3,100.00,953.5,21,1310
50,backend-1,50.00,1183.7,17,1450
50,backend-2,100.00,5591.2,134,1349
50,backend-3,97.62,83.1,1,1450
55,backend-1,50.00,778.6,9,1588
55,backend-2,100.00,5410.1,139,1486
55,backend-3,80.23,128.4,2,1587
60,backend-1,50.00,111.4,1,1714
60,backend-2,100.00,6520.3,156,1613
60,backend-3,50.63,64.0,1,1713
65,backend-1,45.24,244.1,6,1840
65,backend-2,100.00,7741.2,164,1739
65,backend-3,67.47,92.6,1,1840
70,backend-1,51.22,279.7,2,1978
70,backend-2,100.00,7184.6,153,1877
70,backend-3,67.50,66.4,2,1977
75,backend-1,45.24,92.7,3,2102
75,backend-2,100.00,6052.4,161,2000
75,backend-3,60.00,69.1,1,2101
80,backend-1,50.00,86.0,-1,2225
80,backend-2,100.00,5954.3,155,2124
80,backend-3,63.95,70.3,0,2225
85,backend-1,46.34,156.4,1,2350
85,backend-2,100.00,8809.3,166,2249
85,backend-3,48.10,58.2,0,2349
90,backend-1,51.22,198.6,-1,2465
90,backend-2,100.00,7070.6,137,2364
90,backend-3,70.89,64.9,-1,2465
