elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,11190.7,0,4351
0,backend-2,0.00,7510.1,0,21168
0,backend-3,0.00,2691.4,0,4457
5,backend-1,0.00,11190.7,0,4351
5,backend-2,0.00,433.5,93,21288
5,backend-3,0.00,2352.2,510,5087
10,backend-1,0.00,11190.7,0,4351
10,backend-2,0.00,3597.1,521,21918
10,backend-3,0.00,5371.5,254,5207
15,backend-1,0.00,11190.7,0,4351
15,backend-2,0.00,6313.5,162,21963
15,backend-3,100.00,6857.4,634,5927
20,backend-1,0.00,260.8,62,4426
20,backend-2,0.00,6208.9,175,22293
20,backend-3,99.51,12844.2,632,6272
25,backend-1,0.00,4348.0,518,5041
25,backend-2,100.00,560.5,108,22443
25,backend-3,99.51,15506.5,234,6272
30,backend-1,0.00,7006.5,346,5041
30,backend-2,100.00,3224.5,532,23193
30,backend-3,100.00,15204.8,-125,6272
35,backend-1,100.00,9440.9,-39,5041
35,backend-2,100.00,5538.8,712,23943
35,backend-3,1.01,15204.8,0,6272
40,backend-1,0.00,528.5,312,5431
40,backend-2,100.00,9862.7,331,24318
40,backend-3,0.00,15204.8,0,6272
45,backend-1,0.00,5474.5,744,6016
45,backend-2,100.00,8168.9,63,24483
45,backend-3,0.00,15204.8,0,6272
50,backend-1,0.00,7230.8,557,6016
50,backend-2,100.00,19848.8,104,24693
50,backend-3,0.00,1657.2,473,6812
55,backend-1,0.00,12840.4,207,6016
55,backend-2,100.00,18997.0,-314,24693
55,backend-3,100.00,4158.2,735,7577
60,backend-1,99.01,14579.3,0,6016
60,backend-2,100.00,26521.8,76,24693
60,backend-3,100.00,10996.9,821,8342
65,backend-1,0.00,14579.3,0,6016
65,backend-2,100.00,25665.1,-37,24693
65,backend-3,100.00,5744.7,992,9092
70,backend-1,0.00,1407.6,237,6316
70,backend-2,0.00,25665.1,0,24693
70,backend-3,100.00,18057.4,752,9542
75,backend-1,0.00,5466.9,640,6871
75,backend-2,1.00,25665.1,0,24693
75,backend-3,100.00,13906.9,513,9752
80,backend-1,0.00,8455.9,447,6871
80,backend-2,0.00,714.7,179,24903
80,backend-3,100.00,25221.6,799,10292
85,backend-1,0.00,11793.3,36,6871
85,backend-2,100.00,2799.1,591,25653
85,backend-3,100.00,16870.9,345,10292
90,backend-1,100.00,12880.4,0,6871
90,backend-2,100.00,5574.0,778,26418
90,backend-3,100.00,20393.4,-102,10292
95,backend-1,0.00,12880.4,0,6871
95,backend-2,100.00,6236.6,1258,27168
95,backend-3,100.00,35031.8,-445,10292
101,backend-1,0.00,1034.3,277,7221
101,backend-2,100.00,9996.6,535,27583
101,backend-3,100.00,39044.3,-645,10292
106,backend-1,0.00,5982.2,641,7731
106,backend-2,100.00,8733.9,311,27823
106,backend-3,100.00,38086.4,-933,10292
111,backend-1,0.00,7371.7,469,7731
111,backend-2,100.00,24492.9,552,28333
111,backend-3,100.00,23723.9,413,10532
116,backend-1,0.00,12810.1,0,7731
116,backend-2,100.00,15061.4,144,28333
116,backend-3,100.00,13938.8,876,11297
121,backend-1,98.31,3390.4,405,8271
121,backend-2,100.00,16168.9,-280,28333
121,backend-3,100.00,18504.1,573,11357
