elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,1.98,70.7,0,542
0,backend-2,0.00,32.4,0,1868
0,backend-3,0.00,64.2,0,1188
5,backend-1,0.00,76.9,8,552
5,backend-2,78.00,78.7,-5,2098
5,backend-3,0.00,113.9,0,1198
10,backend-1,0.00,147.2,0,552
10,backend-2,0.00,81.0,2,2137
10,backend-3,84.00,118.1,-5,1409
15,backend-1,0.00,147.3,0,553
15,backend-2,86.27,83.2,-5,2380
15,backend-3,0.00,108.2,5,1420
20,backend-1,0.00,131.6,0,555
20,backend-2,47.47,78.1,0,2466
20,backend-3,47.98,96.6,-5,1582
25,backend-1,50.00,101.1,-2,671
25,backend-2,33.66,73.5,2,2599
25,backend-3,0.00,104.4,0,1588
30,backend-1,0.00,101.1,0,671
30,backend-2,84.85,61.8,-2,2832
30,backend-3,0.50,82.2,-1,1605
35,backend-1,0.00,118.8,2,687
35,backend-2,38.38,60.7,2,2960
35,backend-3,29.29,98.7,0,1716
40,backend-1,53.47,101.6,-3,795
40,backend-2,38.38,76.0,1,3083
40,backend-3,0.00,92.7,2,1735
45,backend-1,1.98,94.4,0,797
45,backend-2,41.00,60.9,0,3219
45,backend-3,41.12,76.6,0,1852
50,backend-1,0.00,153.1,0,820
50,backend-2,47.96,54.4,-3,3372
50,backend-3,34.17,78.0,-2,1926
55,backend-1,4.00,153.1,0,820
55,backend-2,46.53,53.1,-3,3525
55,backend-3,34.17,77.7,0,2028
60,backend-1,0.00,153.1,0,820
60,backend-2,45.00,52.0,0,3677
60,backend-3,32.66,79.7,0,2131
65,backend-1,0.00,153.1,0,820
65,backend-2,50.51,58.8,0,3827
65,backend-3,33.50,75.8,0,2231
70,backend-1,0.00,153.1,0,820
70,backend-2,48.00,56.0,-3,3977
70,backend-3,34.01,76.4,-2,2331
75,backend-1,0.00,153.1,0,820
75,backend-2,45.45,55.8,0,4129
75,backend-3,33.33,76.2,0,2434
80,backend-1,0.00,114.7,0,825
80,backend-2,48.48,47.9,-1,4270
80,backend-3,32.66,74.6,-2,2538
86,backend-1,30.00,72.7,0,893
86,backend-2,38.38,47.4,0,4391
86,backend-3,21.11,76.2,0,2604
91,backend-1,22.00,83.4,1,947
91,backend-2,38.61,57.1,-2,4497
91,backend-3,36.50,76.6,-2,2694
96,backend-1,37.25,85.7,-2,1018
96,backend-2,44.12,53.1,0,4639
96,backend-3,13.07,75.1,2,2736
101,backend-1,0.00,78.0,1,1030
101,backend-2,44.00,69.4,1,4793
101,backend-3,37.56,78.7,-2,2820
106,backend-1,0.00,147.7,0,1052
106,backend-2,50.50,60.8,0,4948
106,backend-3,34.67,75.3,0,2898
111,backend-1,1.98,147.7,0,1052
111,backend-2,51.00,59.7,0,5102
111,backend-3,34.85,75.8,0,2999
116,backend-1,0.00,147.7,0,1052
116,backend-2,45.00,57.1,-1,5252
116,backend-3,33.50,76.4,0,3099
