elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,2253.8,0,2991
0,backend-2,0.00,1005.5,0,2153
0,backend-3,0.00,799.6,0,2936
5,backend-1,0.00,887.6,7,3017
5,backend-2,97.67,717.9,6,2194
5,backend-3,100.00,676.8,6,2997
10,backend-1,50.00,908.6,7,3062
10,backend-2,100.00,655.7,2,2226
10,backend-3,98.77,526.8,8,3049
15,backend-1,50.00,1276.1,8,3101
15,backend-2,100.00,677.7,3,2255
15,backend-3,98.78,432.1,7,3107
20,backend-1,50.00,1850.7,-5,3132
20,backend-2,17.07,810.3,20,2299
20,backend-3,98.84,726.2,0,3124
25,backend-1,48.78,1796.0,7,3165
25,backend-2,100.00,1521.7,0,2306
25,backend-3,95.12,553.8,13,3172
30,backend-1,38.10,2334.5,6,3196
30,backend-2,0.00,1092.0,12,2320
30,backend-3,98.78,1859.6,0,3187
35,backend-1,0.00,1747.7,20,3231
35,backend-2,100.00,2023.6,0,2336
35,backend-3,0.00,1859.6,0,3187
40,backend-1,0.00,958.4,20,3258
40,backend-2,0.00,2023.6,0,2336
40,backend-3,100.00,1572.9,0,3219
45,backend-1,32.50,1108.8,13,3282
45,backend-2,0.00,2023.6,0,2336
45,backend-3,100.00,600.4,4,3265
50,backend-1,0.00,1120.1,20,3309
50,backend-2,0.00,2023.6,0,2336
50,backend-3,98.75,1793.4,-2,3293
55,backend-1,38.10,2442.1,10,3345
55,backend-2,0.00,2023.6,0,2336
55,backend-3,98.77,1176.2,6,3321
60,backend-1,0.00,922.4,20,3374
60,backend-2,0.00,2023.6,0,2336
60,backend-3,98.82,1669.1,-1,3345
65,backend-1,28.21,974.7,20,3404
65,backend-2,0.00,2023.6,0,2336
65,backend-3,98.77,1321.6,-4,3380
70,backend-1,52.27,1222.4,20,3431
70,backend-2,0.00,2023.6,0,2336
70,backend-3,97.67,1651.0,-4,3416
75,backend-1,48.84,1645.7,3,3445
75,backend-2,0.00,2023.6,0,2336
75,backend-3,0.00,1864.4,15,3451
80,backend-1,50.00,1825.6,0,3469
80,backend-2,0.00,2023.6,0,2336
80,backend-3,0.00,1666.1,20,3485
85,backend-1,50.00,1927.0,-9,3499
85,backend-2,0.00,2023.6,0,2336
85,backend-3,100.00,756.1,20,3517
90,backend-1,2.44,777.4,18,3524
90,backend-2,0.00,2023.6,0,2336
90,backend-3,98.78,1238.4,0,3552
