elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,5390.2,0,5119
0,backend-2,0.00,4714.4,0,8774
0,backend-3,0.50,2182.0,0,5921
5,backend-1,100.00,1703.2,-6,5189
5,backend-2,100.00,4124.8,23,8896
5,backend-3,99.01,413.0,61,6061
10,backend-1,0.00,1017.4,30,5252
10,backend-2,0.00,3649.1,0,8896
10,backend-3,99.51,4980.8,58,6129
15,backend-1,100.00,3355.9,59,5362
15,backend-2,0.00,634.8,22,8964
15,backend-3,0.00,6163.2,0,6129
20,backend-1,100.00,7206.7,0,5362
20,backend-2,100.00,2131.9,-11,9040
20,backend-3,0.50,571.4,100,6270
25,backend-1,2.00,7206.7,0,5362
25,backend-2,0.00,435.4,20,9098
25,backend-3,0.50,5885.3,80,6289
30,backend-1,0.00,7206.7,0,5362
30,backend-2,100.00,3094.4,48,9258
30,backend-3,0.00,641.8,26,6335
35,backend-1,0.00,500.9,12,5395
35,backend-2,100.00,5109.3,0,9258
35,backend-3,99.50,3191.0,80,6472
40,backend-1,100.00,2152.3,-3,5515
40,backend-2,0.00,948.1,55,9343
40,backend-3,99.51,5985.4,0,6472
45,backend-1,100.00,4402.4,0,5515
45,backend-2,99.01,5510.4,48,9425
45,backend-3,0.00,479.5,30,6534
50,backend-1,0.00,1487.0,87,5635
50,backend-2,99.43,5571.6,0,9425
50,backend-3,99.49,3608.8,-7,6614
55,backend-1,100.00,5824.4,70,5674
55,backend-2,0.00,5571.6,0,9425
55,backend-3,0.00,543.3,30,6690
60,backend-1,100.00,6494.0,0,5674
60,backend-2,0.00,1169.9,100,9568
60,backend-3,99.53,2755.2,-10,6761
65,backend-1,0.00,6494.0,0,5674
65,backend-2,100.00,5954.5,38,9599
65,backend-3,0.00,783.5,59,6875
70,backend-1,0.00,6494.0,0,5674
70,backend-2,0.00,680.4,32,9674
70,backend-3,99.51,5699.4,57,6938
75,backend-1,0.00,434.8,14,5705
75,backend-2,99.50,2932.4,66,9804
75,backend-3,76.38,6028.3,0,6938
80,backend-1,99.01,3128.6,0,5830
80,backend-2,100.00,5650.5,0,9804
80,backend-3,0.00,1059.9,41,7003
85,backend-1,100.00,5671.5,0,5830
85,backend-2,0.00,541.3,22,9845
85,backend-3,99.02,3708.3,57,7132
90,backend-1,0.00,1472.8,100,5980
90,backend-2,99.27,2536.6,-19,9917
90,backend-3,99.50,5133.8,0,7132
96,backend-1,100.00,7209.2,55,5994
96,backend-2,0.00,778.2,45,10013
96,backend-3,0.00,5133.8,0,7132
101,backend-1,100.00,6623.9,0,5994
101,backend-2,100.00,4928.3,30,10111
101,backend-3,0.00,824.7,41,7218
106,backend-1,0.00,6623.9,0,5994
106,backend-2,99.03,5012.5,0,10111
106,backend-3,0.00,2701.1,100,7353
111,backend-1,0.00,6623.9,0,5994
111,backend-2,1.01,801.8,100,10280
111,backend-3,99.51,4951.1,-8,7381
116,backend-1,0.00,6623.9,0,5994
116,backend-2,100.00,6227.7,56,10300
116,backend-3,0.00,625.1,36,7459
121,backend-1,0.00,960.0,0,6030
121,backend-2,7.14,6436.8,0,10300
121,backend-3,99.51,4204.4,70,7565
