elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,101.0,0,1
0,backend-2,0.99,0.0,0,0
0,backend-3,0.50,0.0,0,0
5,backend-1,100.00,1601.2,13,47
5,backend-2,100.00,414.3,2,45
5,backend-3,99.51,319.1,2,45
10,backend-1,100.00,2258.8,15,86
10,backend-2,99.00,134.4,1,85
10,backend-3,88.18,187.9,2,85
16,backend-1,100.00,2502.8,14,123
16,backend-2,87.13,146.1,1,122
16,backend-3,79.31,175.8,1,121
21,backend-1,100.00,2323.0,17,158
21,backend-2,93.07,128.7,1,157
21,backend-3,71.21,161.6,0,156
26,backend-1,100.00,2458.9,15,196
26,backend-2,98.02,135.0,2,195
26,backend-3,98.00,227.2,1,195
31,backend-1,100.00,2368.5,14,233
31,backend-2,68.69,139.6,1,232
31,backend-3,73.37,177.8,2,231
36,backend-1,100.00,2443.1,14,270
36,backend-2,80.20,179.6,2,269
36,backend-3,87.44,177.5,0,268
41,backend-1,100.00,2313.3,13,307
41,backend-2,92.23,157.0,1,306
41,backend-3,92.23,188.5,1,306
46,backend-1,100.00,2394.2,16,344
46,backend-2,76.47,125.3,0,343
46,backend-3,88.67,192.6,1,342
51,backend-1,100.00,2308.3,16,381
51,backend-2,86.14,139.5,1,380
51,backend-3,75.50,177.9,0,380
56,backend-1,100.00,2345.6,14,419
56,backend-2,76.47,174.8,1,417
56,backend-3,74.27,203.6,2,417
61,backend-1,100.00,2263.8,14,455
61,backend-2,71.00,237.5,2,454
61,backend-3,78.33,187.7,1,453
66,backend-1,100.00,2309.4,15,492
66,backend-2,88.12,152.0,2,491
66,backend-3,94.53,200.9,0,490
71,backend-1,100.00,2526.5,15,528
71,backend-2,84.00,137.5,1,527
71,backend-3,69.90,195.4,1,526
76,backend-1,100.00,2330.1,16,566
76,backend-2,80.39,130.4,1,565
76,backend-3,81.50,199.6,2,565
81,backend-1,100.00,2441.2,14,602
81,backend-2,69.52,133.7,0,601
81,backend-3,68.14,196.3,2,601
86,backend-1,100.00,2496.3,15,638
86,backend-2,83.00,123.1,1,637
86,backend-3,85.93,171.3,1,637
91,backend-1,98.99,2377.4,14,676
91,backend-2,48.54,124.6,0,674
91,backend-3,79.60,194.8,3,674
96,backend-1,100.00,2450.9,15,712
96,backend-2,82.18,126.2,0,711
96,backend-3,90.82,199.1,1,710
101,backend-1,100.00,2289.6,14,750
101,backend-2,84.16,128.0,0,749
101,backend-3,81.19,202.9,1,748
106,backend-1,100.00,2443.6,15,785
106,backend-2,86.27,144.7,1,784
106,backend-3,93.10,164.1,2,784
112,backend-1,100.00,2532.6,14,822
112,backend-2,61.00,129.9,1,821
112,backend-3,64.88,190.2,1,821
117,backend-1,100.00,2445.9,16,858
117,backend-2,90.10,141.6,0,857
117,backend-3,90.82,181.5,1,856
