elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,903.9,0,1786
0,backend-2,1.00,649.4,0,3138
0,backend-3,0.50,634.7,0,1958
5,backend-1,99.01,2811.4,18,1826
5,backend-2,0.99,649.4,0,3138
5,backend-3,0.00,634.7,2,1960
10,backend-1,0.00,2454.4,0,1826
10,backend-2,0.00,403.2,20,3166
10,backend-3,99.51,1814.2,-1,2001
15,backend-1,0.00,2454.4,0,1826
15,backend-2,100.00,1800.9,-2,3195
15,backend-3,0.00,1094.5,20,2025
20,backend-1,0.00,2454.4,0,1826
20,backend-2,0.00,1038.5,20,3219
20,backend-3,99.50,1585.2,-1,2052
25,backend-1,0.00,2050.2,20,1848
25,backend-2,100.00,1362.8,-2,3250
25,backend-3,0.50,1585.2,0,2052
30,backend-1,100.00,2153.6,0,1872
30,backend-2,0.00,1362.8,0,3250
30,backend-3,0.00,1219.8,20,2075
35,backend-1,3.96,2153.6,0,1872
35,backend-2,0.00,1090.7,20,3277
35,backend-3,99.00,1594.3,-1,2099
40,backend-1,0.00,2153.6,0,1872
40,backend-2,100.00,1362.3,-3,3307
40,backend-3,0.00,1339.0,20,2122
45,backend-1,0.00,2153.6,0,1872
45,backend-2,0.00,852.7,20,3333
45,backend-3,99.51,1617.1,-1,2149
50,backend-1,0.00,2153.6,0,1872
50,backend-2,100.00,1556.5,0,3363
50,backend-3,0.00,1441.6,20,2172
55,backend-1,1.98,2153.6,0,1872
55,backend-2,1.00,1291.2,20,3388
55,backend-3,99.50,1442.2,-2,2197
60,backend-1,0.00,2153.6,0,1872
60,backend-2,99.01,1538.6,-1,3415
60,backend-3,0.00,1014.1,20,2221
65,backend-1,0.00,2153.6,0,1872
65,backend-2,0.00,1050.7,20,3441
65,backend-3,99.50,1576.7,0,2247
70,backend-1,0.00,1627.5,20,1895
70,backend-2,100.00,1544.6,-1,3469
70,backend-3,0.50,1576.7,0,2247
75,backend-1,99.01,2152.9,0,1917
75,backend-2,0.00,997.7,20,3496
75,backend-3,0.00,1576.7,0,2247
80,backend-1,1.98,2152.9,0,1917
80,backend-2,100.00,1701.0,0,3523
80,backend-3,0.00,1470.0,20,2271
85,backend-1,0.00,1036.6,20,1943
85,backend-2,0.99,1701.0,0,3523
85,backend-3,97.46,1776.2,-2,2297
91,backend-1,100.00,2162.2,0,1964
91,backend-2,0.00,829.8,20,3552
91,backend-3,0.00,1776.2,0,2297
96,backend-1,1.98,2162.2,0,1964
96,backend-2,100.00,1405.9,-2,3576
96,backend-3,0.00,1248.9,20,2322
101,backend-1,0.00,2162.2,0,1964
101,backend-2,0.00,1144.0,20,3602
101,backend-3,99.51,1645.9,0,2346
106,backend-1,0.00,2162.2,0,1964
106,backend-2,100.00,1671.9,-2,3629
106,backend-3,0.00,1527.5,20,2374
111,backend-1,0.00,2162.2,0,1964
111,backend-2,0.00,752.7,20,3658
111,backend-3,99.51,1696.4,-1,2398
116,backend-1,0.00,1414.8,20,1991
116,backend-2,100.00,1815.4,-1,3683
116,backend-3,0.50,1696.4,0,2398
121,backend-1,100.00,2113.7,-4,2011
121,backend-2,0.00,1236.0,12,3708
121,backend-3,0.00,1696.4,0,2398
