elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,2030.0,0,3488
0,backend-2,5.00,1295.9,0,2927
0,backend-3,0.00,976.1,0,4238
5,backend-1,50.00,1936.0,26,3594
5,backend-2,0.00,254.2,9,2947
5,backend-3,1.23,976.1,0,4238
10,backend-1,2.44,4408.5,0,3594
10,backend-2,0.00,2289.4,50,3056
10,backend-3,0.00,976.1,0,4238
15,backend-1,0.00,4408.5,0,3594
15,backend-2,0.00,491.5,49,3118
15,backend-3,98.78,3172.4,-4,4329
20,backend-1,0.00,866.8,42,3667
20,backend-2,100.00,4292.2,8,3153
20,backend-3,0.00,3052.6,0,4329
25,backend-1,51.22,1648.4,13,3745
25,backend-2,0.00,326.9,18,3185
25,backend-3,0.00,3052.6,0,4329
30,backend-1,0.00,719.0,26,3805
30,backend-2,100.00,2408.4,21,3256
30,backend-3,2.50,3052.6,0,4329
36,backend-1,51.22,2154.0,5,3891
36,backend-2,0.00,902.2,29,3302
36,backend-3,0.00,3052.6,0,4329
41,backend-1,0.00,4026.1,0,3891
41,backend-2,100.00,3627.2,-7,3352
41,backend-3,0.00,861.6,50,4408
46,backend-1,0.00,4026.1,0,3891
46,backend-2,0.00,1175.5,50,3425
46,backend-3,100.00,2319.6,-2,4452
51,backend-1,0.00,954.5,50,3972
51,backend-2,100.00,4068.0,-1,3467
51,backend-3,0.00,2319.6,0,4452
56,backend-1,50.00,1914.1,15,4023
56,backend-2,0.00,4068.0,0,3467
56,backend-3,0.00,388.3,25,4504
61,backend-1,0.00,987.3,50,4106
61,backend-2,2.63,4068.0,0,3467
61,backend-3,98.80,2856.1,-5,4581
66,backend-1,51.16,4910.0,9,4154
66,backend-2,0.00,1055.3,34,3530
66,backend-3,0.00,2856.1,0,4581
71,backend-1,0.00,672.0,38,4224
71,backend-2,100.00,3925.0,7,3576
71,backend-3,0.00,2856.1,0,4581
76,backend-1,50.00,3404.8,11,4287
76,backend-2,0.00,553.3,27,3624
76,backend-3,0.00,2856.1,0,4581
81,backend-1,0.00,930.7,50,4372
81,backend-2,100.00,3914.6,-5,3677
81,backend-3,0.00,2856.1,0,4581
86,backend-1,48.78,2625.5,3,4431
86,backend-2,0.00,493.3,28,3722
86,backend-3,0.00,2856.1,0,4581
91,backend-1,0.00,4627.1,0,4431
91,backend-2,100.00,3213.0,14,3786
91,backend-3,0.00,735.6,0,4610
