elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,2226.5,0,6103
0,backend-2,0.00,2150.7,0,11089
0,backend-3,0.00,1488.1,0,7483
5,backend-1,0.00,1070.2,9,6117
5,backend-2,84.63,4882.9,148,11324
5,backend-3,0.50,1488.1,0,7483
10,backend-1,0.00,2799.7,174,6349
10,backend-2,99.75,5220.4,0,11324
10,backend-3,0.00,914.2,26,7553
15,backend-1,100.00,7327.7,0,6349
15,backend-2,0.00,1126.5,200,11549
15,backend-3,99.02,1970.9,-21,7679
20,backend-1,0.00,7327.7,5,6354
20,backend-2,100.00,5565.6,136,11644
20,backend-3,0.50,1970.9,0,7679
25,backend-1,0.00,3031.1,135,6544
25,backend-2,100.00,4302.6,0,11644
25,backend-3,0.00,1097.7,65,7764
30,backend-1,100.00,5201.8,0,6544
30,backend-2,0.00,559.2,33,11725
30,backend-3,99.51,4425.5,111,7960
36,backend-1,0.00,5201.8,0,6544
36,backend-2,0.00,3470.5,200,11967
36,backend-3,100.00,4917.3,0,7960
41,backend-1,0.00,5201.8,0,6544
41,backend-2,99.02,5478.4,50,12054
41,backend-3,0.00,972.4,108,8090
46,backend-1,0.00,5201.8,0,6544
46,backend-2,0.00,662.4,60,12163
46,backend-3,99.51,5049.1,123,8207
51,backend-1,2.00,5201.8,0,6544
51,backend-2,100.00,4290.8,107,12327
51,backend-3,0.00,555.6,53,8294
56,backend-1,0.00,782.3,59,6637
56,backend-2,71.29,5734.1,0,12327
56,backend-3,100.00,3957.1,78,8472
61,backend-1,0.00,4436.7,169,6815
61,backend-2,0.00,5734.1,0,12327
61,backend-3,0.00,663.9,31,8556
66,backend-1,100.00,6873.2,0,6815
66,backend-2,0.99,129.2,8,12352
66,backend-3,99.50,3103.9,119,8810
71,backend-1,0.00,1215.2,200,7030
71,backend-2,100.00,1180.9,-7,12460
71,backend-3,100.00,5423.8,0,8810
76,backend-1,0.00,6337.8,138,7037
76,backend-2,0.00,1165.2,62,12580
76,backend-3,0.00,5423.8,0,8810
81,backend-1,86.87,6234.1,0,7037
81,backend-2,100.00,3767.1,178,12781
81,backend-3,0.50,3319.2,4,8818
86,backend-1,0.00,1766.1,114,7182
86,backend-2,100.00,5512.7,1,12781
86,backend-3,100.00,3232.5,49,8997
91,backend-1,0.00,5624.1,170,7302
91,backend-2,0.99,5512.7,0,12781
91,backend-3,0.00,491.9,30,9088
96,backend-1,100.00,6638.1,0,7302
96,backend-2,0.00,1889.6,200,13002
96,backend-3,99.51,1975.3,-5,9187
101,backend-1,0.00,6638.1,0,7302
101,backend-2,100.00,5745.9,58,13057
101,backend-3,0.00,930.7,99,9313
106,backend-1,1.98,6638.1,0,7302
106,backend-2,0.00,1004.4,64,13181
106,backend-3,100.00,4983.6,116,9431
111,backend-1,0.00,254.9,17,7330
111,backend-2,100.00,4307.8,166,13365
111,backend-3,6.00,5426.0,0,9431
116,backend-1,0.00,3565.2,176,7542
116,backend-2,100.00,5664.8,0,13365
116,backend-3,0.00,620.7,24,9524
121,backend-1,100.00,7146.6,0,7542
121,backend-2,0.00,1867.5,178,13578
121,backend-3,99.51,1567.7,-8,9615
