elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,300.5,0,10487
0,backend-2,0.00,266.6,0,10485
0,backend-3,0.00,290.4,0,10485
5,backend-1,0.00,349.9,0,10587
5,backend-2,5.00,269.1,99,12218
5,backend-3,0.00,330.6,0,10552
10,backend-1,0.00,349.9,0,10587
10,backend-2,5.00,266.1,100,14117
10,backend-3,0.00,330.6,0,10552
15,backend-1,0.00,349.9,0,10587
15,backend-2,5.00,265.5,100,16013
15,backend-3,0.00,330.6,0,10552
20,backend-1,0.00,349.9,0,10587
20,backend-2,0.00,265.5,88,17875
20,backend-3,0.00,330.6,0,10552
26,backend-1,0.00,349.9,0,10587
26,backend-2,4.88,266.4,99,19774
26,backend-3,0.00,330.6,0,10552
31,backend-1,0.00,349.9,0,10587
31,backend-2,7.50,265.6,100,21684
31,backend-3,0.00,330.6,0,10552
36,backend-1,0.00,349.9,0,10587
36,backend-2,4.88,266.4,98,23524
36,backend-3,0.00,330.6,0,10552
41,backend-1,0.00,349.9,0,10587
41,backend-2,5.00,267.9,96,25252
41,backend-3,0.00,293.3,0,10717
46,backend-1,0.00,349.9,0,10587
46,backend-2,0.00,272.8,92,26731
46,backend-3,2.50,289.0,8,11061
51,backend-1,0.00,349.9,0,10587
51,backend-2,5.13,268.9,59,28364
51,backend-3,0.00,291.2,28,11305
56,backend-1,0.00,349.9,0,10587
56,backend-2,0.00,276.0,85,29956
56,backend-3,1.27,291.8,10,11576
61,backend-1,0.00,349.9,0,10587
61,backend-2,5.00,266.0,100,31750
61,backend-3,0.00,308.8,0,11650
66,backend-1,0.00,349.9,0,10587
66,backend-2,7.50,265.8,88,33657
66,backend-3,0.00,308.8,0,11650
71,backend-1,0.00,349.9,0,10587
71,backend-2,5.00,266.0,86,35511
71,backend-3,0.00,308.8,0,11650
76,backend-1,0.00,349.9,0,10587
76,backend-2,5.13,266.1,95,37411
76,backend-3,0.00,308.8,0,11650
81,backend-1,0.00,349.9,0,10587
81,backend-2,9.76,266.0,94,39286
81,backend-3,0.00,308.8,0,11650
86,backend-1,0.00,349.9,0,10587
86,backend-2,5.00,267.1,80,41185
86,backend-3,0.00,308.8,0,11650
