elapsed_s,backend_id,cpu_percent,avg_latency_ms,active_connections,total_requests
0,backend-1,0.00,100.0,0,1
0,backend-2,0.00,0.0,0,0
0,backend-3,0.00,0.0,0,0
5,backend-1,0.00,300.3,23,601
5,backend-2,2.56,266.0,28,600
5,backend-3,0.00,288.8,24,599
10,backend-1,5.00,300.5,32,1187
10,backend-2,2.56,265.9,29,1185
10,backend-3,2.53,290.3,31,1185
15,backend-1,0.00,300.5,28,1772
15,backend-2,2.56,265.7,29,1771
15,backend-3,3.70,289.6,30,1770
20,backend-1,4.88,300.5,30,2360
20,backend-2,4.88,266.0,29,2359
20,backend-3,1.25,289.3,30,2359
25,backend-1,0.00,300.4,31,2947
25,backend-2,0.00,266.2,30,2945
25,backend-3,0.00,288.5,29,2945
30,backend-1,2.50,300.9,29,3535
30,backend-2,2.56,266.3,29,3533
30,backend-3,1.27,289.5,28,3533
35,backend-1,0.00,300.5,29,4125
35,backend-2,5.00,266.1,29,4123
35,backend-3,1.27,289.9,29,4123
40,backend-1,0.00,300.4,29,4711
40,backend-2,2.50,268.0,29,4710
40,backend-3,1.27,292.8,29,4709
45,backend-1,0.00,300.9,28,5297
45,backend-2,2.50,266.4,29,5296
45,backend-3,0.00,289.4,29,5295
50,backend-1,0.00,300.4,28,5883
50,backend-2,2.56,266.0,29,5882
50,backend-3,1.25,291.6,30,5882
55,backend-1,2.50,300.3,29,6471
55,backend-2,2.50,265.9,29,6469
55,backend-3,1.25,290.3,30,6469
60,backend-1,2.50,300.3,30,7057
60,backend-2,0.00,266.0,29,7055
60,backend-3,2.47,289.9,29,7055
65,backend-1,2.50,300.6,29,7643
65,backend-2,0.00,265.8,30,7642
65,backend-3,1.25,289.2,29,7641
70,backend-1,0.00,300.6,29,8229
70,backend-2,2.56,266.3,28,8228
70,backend-3,1.25,290.1,28,8228
76,backend-1,0.00,300.5,29,8815
76,backend-2,2.56,269.6,29,8814
76,backend-3,0.00,290.6,28,8813
81,backend-1,0.00,300.7,29,9402
81,backend-2,0.00,267.0,29,9401
81,backend-3,1.25,289.8,27,9400
86,backend-1,2.50,300.8,29,9988
86,backend-2,2.50,266.8,29,9986
86,backend-3,2.53,290.0,29,9986
